"id_legislatura","id_diputado","nombre","fecha","url"
10,362,"Cobaleda Hernández,María Teresa","20120327","http://www.congreso.es/docbienes/leg10/000354/000354_000_e_0010081_20120327.pdf"
10,364,"Cobos Trallero,Sara","20120306","http://www.congreso.es/docbienes/leg10/000335/000335_000_e_0007206_20120306.pdf"
10,283,"Collarte Rodríguez,Guillermo","20111222","http://www.congreso.es/docbienes/leg10/000285/000285_000_e_0001384_20111222.pdf"
10,283,"Collarte Rodríguez,Guillermo","20121108","http://www.congreso.es/docbienes/leg10/000285/000285_001_e_0035278_20121108.pdf"
10,63,"Conde Bajén,Agustín","20120531","http://www.congreso.es/docbienes/leg10/000370/000370_000_e_0017099_20120531.pdf"
10,14,"Conde Martínez,Gema","20111219","http://www.congreso.es/docbienes/leg10/000276/000276_000_e_0001217_20111219.pdf"
10,208,"Corcuera Plaza,Juan Carlos","20111201","http://www.congreso.es/docbienes/leg10/000124/000124_000_e_0000570_20111201.pdf"
10,189,"Cortés Bureta,Pilar","20111201","http://www.congreso.es/docbienes/leg10/000108/000108_000_e_0000513_20111201.pdf"
10,177,"Cortés Martín,Miguel Ángel","20111209","http://www.congreso.es/docbienes/leg10/000216/000216_000_e_0000927_20111209.pdf"
10,157,"Cortizo Nieto,Miguel Ángel","20120118","http://www.congreso.es/docbienes/leg10/000322/000322_000_e_0002542_20120118.pdf"
10,157,"Cortizo Nieto,Miguel Ángel","20120308","http://www.congreso.es/docbienes/leg10/000322/000322_001_e_0007862_20120308.pdf"
10,202,"Coscubiela Conesa,Joan","20111201","http://www.congreso.es/docbienes/leg10/000131/000131_000_e_0000599_20111201.pdf"
10,144,"Costa Palacios,María Angelina","20111130","http://www.congreso.es/docbienes/leg10/000076/000076_000_e_0000371_20111130.pdf"
10,339,"Cuadra Lasarte,Sabino","20120112","http://www.congreso.es/docbienes/leg10/000230/000230_000_e_0002151_20120112.pdf"
10,185,"Cunillera Mestres,Teresa","20111201","http://www.congreso.es/docbienes/leg10/000104/000104_000_e_0000501_20111201.pdf"
10,69,"De las Heras Ladera,Ascensión","20111205","http://www.congreso.es/docbienes/leg10/000168/000168_000_e_0000745_20111205.pdf"
10,265,"Delgado Arce,Celso Luis","20111212","http://www.congreso.es/docbienes/leg10/000248/000248_000_e_0000996_20111212.pdf"
10,42,"Díez González,Rosa María","20111129","http://www.congreso.es/docbienes/leg10/000012/000012_000_e_0000104_20111129.pdf"
10,194,"Duran i Lleida,Josep Antoni","20111201","http://www.congreso.es/docbienes/leg10/000112/000112_000_e_0000527_20111201.pdf"
10,160,"Durán Ramos,Eva","20111130","http://www.congreso.es/docbienes/leg10/000091/000091_000_e_0000439_20111130.pdf"
10,160,"Durán Ramos,Eva","20130619","http://www.congreso.es/docbienes/leg10/000091/000091_001_e_0067247_20130619.pdf"
10,89,"Echávarri Fernández,Gabriel","20111129","http://www.congreso.es/docbienes/leg10/000034/000034_000_e_0000212_20111129.pdf"
10,73,"Elorriaga Pisarik,Gabriel","20111207","http://www.congreso.es/docbienes/leg10/000209/000209_000_e_0000904_20111207.pdf"
10,334,"Elorza González,Odón","20111209","http://www.congreso.es/docbienes/leg10/000217/000217_000_e_0000929_20111209.pdf"
10,370,"Enbeita Maguregi,Onintza","20120619","http://www.congreso.es/docbienes/leg10/000371/000371_000_e_0019402_20120619.pdf"
10,97,"Erias Rey,Antonio","20120124","http://www.congreso.es/docbienes/leg10/000324/000324_000_e_0002860_20120124.pdf"
10,341,"Errekondo Saltsamendi,Xabier Mikel","20111212","http://www.congreso.es/docbienes/leg10/000229/000229_000_e_0000965_20111212.pdf"
10,84,"Escobar Las Heras,Conrado","20111214","http://www.congreso.es/docbienes/leg10/000266/000266_000_e_0001068_20111214.pdf"
10,84,"Escobar Las Heras,Conrado","20130131","http://www.congreso.es/docbienes/leg10/000266/000266_001_e_0043660_20130131.pdf"
10,15,"Escudero Berzal,Beatriz Marta","20111212","http://www.congreso.es/docbienes/leg10/000236/000236_000_e_0000974_20111212.pdf"
10,235,"España Reina,Carolina","20111202","http://www.congreso.es/docbienes/leg10/000140/000140_000_e_0000644_20111202.pdf"
10,244,"Esteban Bravo,Aitor","20111202","http://www.congreso.es/docbienes/leg10/000149/000149_000_e_0000669_20111202.pdf"
